Unnamed: 0,text,true_label,pred_label,num_words
532,"Looking round, he noticed that he was standing close to a tavern which was entered by steps leading from the pavement to the basement. At that instant two drunken men came out at the door, and abusing and supporting one another, they mounted the steps. Without stopping to think, Raskolnikov went down the steps at once. Till that moment he had never been into a tavern, but now he felt giddy and was tormented by a burning thirst.",2,2,78
533,"“And make haste, Monsieur What’s-your-name, for Mamselle Cosette is waiting.”",2,2,10
534,"After a moment she came to herself, and finding some apple still in her mouth, went on chewing meditatively. “Aunt Abigail,” she said, “how long ago was that?”",0,0,28
535,"Luckily, at this time he caught a liver complaint, for the cure of which he returned to Europe, and which was the source of great comfort and amusement to him in his native country. He did not live with his family while in London, but had lodgings of his own, like a gay young bachelor. Before he went to India he was too young to partake of the delightful pleasures of a man about town, and plunged into them on his return with considerable assiduity. He drove his horses in the Park; he dined at the fashionable taverns (for the Oriental Club was not as yet invented); he frequented the theatres, as the mode was in those days, or made his appearance at the opera, laboriously attired in tights and a cocked hat.",1,2,133
536,"He wore his hat on the back of his head, and looked straight before him: walking in a self-contained way as if there were nothing in the streets to claim his attention. His mouth was such a post-office of a mouth that he had a mechanical appearance of smiling. We had got to the top of Holborn Hill before I knew that it was merely a mechanical appearance, and that he was not smiling at all.",2,1,76
537,Amelia Bedelia took one last look at the bathroom. She saw a big box with the words Dusting Powder on it.,0,0,21
538,"“We heard that you had gone to the Uncha Forest, for the whole City is speaking of it. Sc the night of the day when we heard it, we ran a from the Home of the Peasants. We found the m of your feet across the plain where no men walk we followed them, and we went into the forest, we followed the path where the branches were bro by your body.” Their white tunic was torn, and the branches cut the skin of their arms, but they spoke as if i had never taken notice of it, nor of weariness, of fear.",1,1,103
539,"Pooh, pooh, Miss Sharp, said he, pulling up his shirt-collars; ""the danger makes the sport only the pleasanter."" He had never been but once at a tiger-hunt, when the accident in question occurred, and when he was half killed—not by the tiger, but by the fright. And as he talked on, he grew quite bold, and actually had the audacity to ask Miss Rebecca for whom she was knitting the green silk purse? He was quite surprised and delighted at his own graceful familiar manner.",1,0,85
540,"I am writing these poems from inside a lion, and it's rather dark in here. So please excuse the handwriting which may not be too clear. But this afternoon by the lion's cage I'm afraid I got too near. And I'm writing these lines from inside a lion, and it's rather dark in here.",0,1,54
541,"I sat across the table from Deborah and Theresa and ate my atole and the hot tortilla with butter. I said very little. I usually spoke very little to my two sisters. They were older than I and they were very close. They usually spent the entire day in the attic, playing dolls and giggling. I did not concern myself with those things.",2,2,63
542,"I see her on that long road under the trees, creeping along, and when a carriage comes she hides under the blackberry vines. I don't blame her a bit. It must be very humiliating to be caught creeping by daylight! I always lock the door when I creep by daylight. I can't do it at night, for I know John would suspect something at once. And John is so queer now, that I don't want to irritate him. I wish he would take another room! Besides, I don't want anybody to get that woman out at night but myself. I often wonder if I could see her out of all the windows at once.",1,1,114
